   -71.22123        38.98055    
   -71.20367        38.78951    
   -70.89211        38.66133    
   -70.83885        38.97669    
   -71.31859        39.85803    
   -71.18694        39.98978    
   -71.30020        40.14654    
   -71.25808        40.35847    
   -71.13325        40.85286    
   -71.03084        41.32386    
   -70.41173        38.91590    
   -70.62329        39.11935    
   -70.68709        39.41022    
   -70.91508        39.62010    
   -71.01951        39.98274    
   -70.59776        40.20473    
   -70.88062        40.52238    
   -70.62883        40.90530    
   -70.83085        41.04011    
   -70.65954        41.40895    
   -70.68903        41.96658    
   -70.72017        42.23302    
   -70.80039        42.48883    
   -70.75352        42.76571    
   -70.10406        38.83760    
   -70.07774        39.12884    
   -70.01707        39.40158    
   -70.30075        39.64926    
   -70.72334        39.84481    
   -70.31215        40.28964    
   -70.48775        40.58239    
   -70.25841        40.93314    
   -70.30853        41.21312    
   -70.22221        41.47352    
   -70.23382        41.71132    
   -70.21088        41.91241    
   -70.16757        42.12914    
   -70.14601        42.29392    
   -70.24147        42.58591    
   -70.48695        42.82407    
   -70.46426        43.30551    
   -70.68015        47.11766    
   -69.73029        38.80459    
   -69.56556        39.06330    
   -69.54156        39.29758    
   -69.79952        39.70119    
   -70.24896        39.81583    
   -69.96780        40.25983    
   -70.08099        40.57098    
   -69.91654        40.86261    
   -69.85056        41.20906    
   -69.72665        41.43207    
   -69.73587        41.62738    
   -69.57853        41.79177    
   -69.66679        42.08518    
   -69.86364        42.35537    
   -69.97453        42.83035    
   -70.02222        43.04232    
   -70.13543        43.18530    
   -70.08690        43.62241    
   -69.93860        47.69341    
   -69.07164        38.91835    
   -68.81576        39.12235    
   -69.28677        39.36856    
   -69.44356        39.73215    
   -69.70564        40.07622    
   -69.65390        40.25358    
   -69.61929        40.54532    
   -69.48644        40.83147    
   -69.34364        41.05100    
   -69.28196        41.32528    
   -69.12724        41.46793    
   -69.27869        41.94848    
   -69.29553        42.30962    
   -69.51376        42.59940    
   -69.70791        42.67311    
   -69.49540        43.12014    
   -69.82291        43.33940    
   -69.88348        43.56411    
   -69.52867        48.05733    
   -68.46891        38.86298    
   -68.09911        39.10074    
   -68.80109        39.31507    
   -68.91356        39.55469    
   -69.14555        39.79375    
   -69.05389        40.22751    
   -68.99973        40.49586    
   -69.07533        40.64796    
   -69.02974        41.02507    
   -68.74245        41.41766    
   -68.81656        41.72327    
   -69.00234        42.07226    
   -68.80598        42.28042    
   -69.08629        42.59758    
   -69.17715        42.84221    
   -69.12444        43.07515    
   -69.22375        43.38314    
   -69.47980        43.68613    
   -69.18566        43.98819    
   -69.53406        47.93039    
   -69.57886        48.18764    
   -68.03520        38.82659    
   -67.61362        39.15169    
   -68.06657        39.30851    
   -68.72166        39.63246    
   -68.41906        40.03835    
   -68.72072        40.08784    
   -68.62747        40.55367    
   -68.55078        40.89295    
   -68.60459        41.13380    
   -68.49610        41.45800    
   -68.29031        41.81316    
   -68.49962        41.96453    
   -68.44593        42.29309    
   -68.61375        42.57803    
   -68.82777        43.02417    
   -68.63588        43.24601    
   -68.58195        43.34996    
   -69.07936        43.56384    
   -68.87079        43.95178    
   -68.89516        48.35953    
   -68.93826        48.57819    
   -67.74753        38.69139    
   -67.35114        39.14913    
   -67.75237        39.46174    
   -68.33139        39.62654    
   -68.28442        39.87873    
   -68.31150        40.34601    
   -68.25102        40.60701    
   -68.17131        40.86929    
   -68.14357        41.21856    
   -68.10809        41.58157    
   -67.86192        41.84824    
   -67.98164        42.08660    
   -68.06738        42.35706    
   -68.24181        42.58599    
   -68.36536        42.84187    
   -68.09523        43.02386    
   -68.25137        43.39574    
   -68.75990        43.62193    
   -68.57413        43.93848    
   -68.43916        48.58624    
   -68.66605        48.76104    
   -67.51246        38.65398    
   -67.21351        39.06006    
   -66.99957        39.49593    
   -67.59145        39.69184    
   -67.56865        39.84609    
   -67.97650        40.03828    
   -67.75385        40.54215    
   -67.72037        40.86398    
   -67.75368        41.17902    
   -67.78201        41.51939    
   -67.52899        41.76954    
   -67.41464        42.09027    
   -67.60017        42.30532    
   -67.68414        42.56898    
   -67.83728        42.82965    
   -67.69178        43.17416    
   -67.73260        43.45510    
   -67.94667        43.69055    
   -68.31920        43.80616    
   -68.07471        44.23681    
   -68.03293        48.80134    
   -68.27561        48.98251    
   -66.94611        38.95214    
